Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (_muJ/K),Addenda HC Err (_muJ/K),Total HC (_muJ/K),Total HC Err (_muJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (_muJ/K)
41276394.06,,5905,,13.3685,45000.301,0.0000091,13.352109,0.26497354,18.847572,0.116,55.028152,0.2292,193.58693,0.8524,39.915684,13.513736,0.34811625,87.185037,250.45664,0.5116,1,,,,0.000015434669,27.221603,178.27882,1.4115801,0
41276499.5,,5905,,13.3691,45000.301,0.0000091,13.351203,0.26424351,18.864538,0.1164,55.020192,0.2292,193.7037,0.8558,29.079981,13.553613,0.34912945,87.17856,250.36453,0.513,1,,,,0.000015399841,27.027473,178.25463,1.4129466,0
41276733.61,,5905,,13.5715,45000.301,0.0000091,13.553389,0.26512481,19.165721,0.1182,56.840627,0.2359,197.7383,0.8688,164.97003,13.640154,0.35538278,87.140649,252.8173,0.5176,1,,,,0.000015614304,27.107226,183.69435,1.4140907,0
41276840.06,,5905,,13.5739,45000.301,0.0000091,13.555961,0.26912344,19.17778,0.1183,56.868221,0.236,197.85454,0.8695,58.309379,13.617734,0.35559576,87.110177,252.81226,0.5177,1,,,,0.000015652425,27.280309,183.76408,1.4147119,0
41276945.97,,5905,,13.5728,45000.301,0.0000091,13.555473,0.26923602,19.182642,0.1184,56.864629,0.2359,197.8867,0.8708,37.526819,13.649945,0.35608062,87.121231,252.78179,0.5183,1,,,,0.000015617093,27.235469,183.75086,1.4151215,0
41277181.25,,5905,,13.7772,45000.301,0.0000091,13.758973,0.26978941,19.471713,0.121,58.731723,0.243,201.87891,0.8892,332.88442,13.691714,0.36182541,87.065486,255.30032,0.5266,1,,,,0.000015878204,27.299889,189.30933,1.4152011,0
41277287.44,,5905,,13.7771,45000.301,0.0000091,13.761273,0.27346381,19.462759,0.1212,58.756237,0.2431,201.8376,0.8912,26.556477,13.641157,0.36105868,87.050432,255.38216,0.5281,1,,,,0.000015934784,27.383428,189.37263,1.4143139,0
41277394.11,,5905,,13.7772,45000.301,0.0000091,13.761177,0.272773,19.467938,0.1212,58.754895,0.243,201.87433,0.8911,37.784096,13.654996,0.3615211,87.045012,255.35774,0.5279,1,,,,0.000015922281,27.282314,189.37,1.4147,0
41277628.59,,5905,,13.9803,45000.301,0.0000091,13.962627,0.27305867,19.779736,0.1235,60.642473,0.2503,206.05411,0.9082,267.6057,13.738296,0.3683985,86.979388,257.72693,0.5345,1,,,,0.000016149913,27.309992,194.95496,1.4166199,0
41277734.36,,5905,,13.9802,45000.301,0.0000091,13.96528,0.27745155,19.773461,0.1235,60.671949,0.2504,206.03745,0.9081,38.441653,13.702466,0.36726248,86.990969,257.80317,0.5348,1,,,,0.000016189089,27.476591,195.02905,1.4159015,0
41277840.55,,5905,,13.9801,45000.301,0.0000091,13.965082,0.2768794,19.764132,0.1242,60.668573,0.2504,205.96549,0.9132,26.352675,13.667817,0.36678416,86.977395,257.84007,0.5381,1,,,,0.000016225608,27.404931,195.0235,1.4152536,0
41278074.67,,5905,,14.185,45000.301,0.0000091,14.171397,0.2765286,20.121703,0.1264,62.64174,0.2582,210.56736,0.929,161.17553,13.810859,0.37417199,86.942463,260.08975,0.5424,1,,,,0.000016410518,27.335634,200.8285,1.4198814,0
41278182.06,,5905,,14.185,45000.301,0.0000091,14.175344,0.28148589,20.12884,0.1269,62.685098,0.2584,210.66318,0.9329,24.287676,13.770887,0.37392605,86.914835,260.13143,0.5445,1,,,,0.000016468335,27.621718,200.94037,1.4199895,0
41278288.22,,5905,,14.1847,45000.301,0.0000091,14.176006,0.28116091,20.096381,0.1264,62.690046,0.2584,210.42951,0.9291,51.334937,13.732947,0.37297127,86.923123,260.28361,0.5435,1,,,,0.000016493482,27.541774,200.95916,1.4176335,0
41278522.84,,5905,,14.3877,45000.301,0.0000091,14.376656,0.28045979,20.432528,0.1298,64.644108,0.2665,214.85477,0.9539,676.82433,13.821319,0.37988487,86.854814,262.5117,0.5535,1,,,,0.000016730177,27.465894,206.68823,1.4212296,0
41278628.72,,5905,,14.3861,45000.301,0.0000091,14.379941,0.28480724,20.433889,0.1298,64.681358,0.2666,214.90202,0.9541,32.738616,13.799536,0.37956981,86.8481,262.56587,0.5537,1,,,,0.000016760633,27.642638,206.78272,1.4209994,0
41278735.53,,5905,,14.3881,45000.301,0.0000091,14.380694,0.28509413,20.436724,0.1296,64.69005,0.2667,214.93156,0.9525,36.301071,13.837147,0.38028488,86.859294,262.56746,0.5527,1,,,,0.000016716182,27.599072,206.80435,1.4211223,0
41278969.25,,5905,,14.5922,45000.301,0.0000091,14.584591,0.28478064,20.739978,0.1329,66.709137,0.2755,219.18003,0.9771,129.59342,13.852574,0.38597876,86.777725,264.98563,0.5638,1,,,,0.00001702504,27.674294,212.7103,1.4220473,0
41279077.56,,5905,,14.5921,45000.301,0.0000091,14.587127,0.28905387,20.77327,0.128,66.726849,0.2756,219.44249,0.9408,28.998239,13.898808,0.38598717,86.813572,264.88999,0.5419,1,,,,0.000016985824,27.705148,212.78426,1.4240824,0
41279185.22,,5905,,14.5921,45000.301,0.0000091,14.589157,0.2894928,20.796928,0.1289,66.748894,0.2757,219.63846,0.9478,54.259508,13.942062,0.38734702,86.802935,264.82632,0.5452,1,,,,0.000016949965,27.797617,212.84349,1.4255059,0
41279421.47,,5905,,14.7962,45000.301,0.0000092,14.794844,0.28959171,21.102291,0.1313,68.819186,0.2853,223.95364,0.9654,70.249219,13.953601,0.3921101,86.751391,267.25786,0.5523,1,,,,0.000017262697,27.884125,218.88741,1.4263274,0
41279530.2,,5905,,14.7959,45000.301,0.0000091,14.79661,0.29275359,21.097348,0.1323,68.83926,0.2854,223.93738,0.9728,17.84268,13.882716,0.39069967,86.734688,267.31065,0.5567,1,,,,0.000017351017,27.907201,218.93968,1.4258231,0
41279637.84,,5905,,14.7958,45000.301,0.0000091,14.795293,0.29189355,21.076542,0.1318,68.824107,0.2853,223.76927,0.9693,23.981199,13.856523,0.39030025,86.727884,267.3748,0.5554,1,,,,0.000017370946,27.765432,218.90069,1.4245438,0
41279875.2,,5905,,15.0001,45000.301,0.0000091,14.99746,0.29128924,21.489272,0.135,70.893297,0.2956,228.87266,0.9925,257.13083,14.053713,0.39951258,86.668349,269.28127,0.5618,1,,,,0.000017516757,27.713045,224.92381,1.4328608,0
41279985.17,,5905,,14.9993,45000.301,0.0000091,15.000425,0.29690695,21.468901,0.1346,70.928728,0.2958,228.75833,0.9898,28.902967,13.970083,0.39732829,86.670886,269.41969,0.5611,1,,,,0.00001761145,28.107425,225.01274,1.4312195,0
41280093.19,,5905,,15.0006,45000.301,0.0000092,14.998849,0.29618567,21.469214,0.1355,70.91235,0.2957,228.74426,0.9959,23.913373,13.996902,0.39802672,86.671527,269.39008,0.5645,1,,,,0.000017576737,27.940167,224.96548,1.4313908,0
41280309.61,,5905,,15.0019,45000.301,0.0000092,14.991802,0.27953281,21.553839,0.1509,70.862389,0.2954,229.31642,1.109,36.973904,13.945334,0.39717765,86.621199,268.91052,0.6249,1,,,,0.000017694944,25.316438,224.75414,1.4377083,0
41280417.77,,5905,,14.9995,45000.301,0.0000091,14.999733,0.2962019,21.488803,0.1357,70.921745,0.2957,228.89766,0.9977,17.340287,14.007641,0.39802464,86.677055,269.32404,0.5648,1,,,,0.000017575016,27.890668,224.992,1.4326124,0
41280526.73,,5905,,14.9991,45000.301,0.0000091,15.000029,0.29639399,21.483691,0.1351,70.924605,0.2958,228.86293,0.9934,33.432992,13.987845,0.39824472,86.652226,269.35073,0.5626,1,,,,0.000017599744,28.015283,225.00087,1.4322433,0
41280871.8,,5905,,17.273,45000.301,0.0000091,17.267896,0.32021912,26.254389,0.1793,95.390411,0.4401,288.40075,1.318,93.371678,15.092751,0.46439485,86.174925,290.01283,0.6578,1,,,,0.000020528538,27.975691,298.18024,1.5204162,0
41280987.7,,5905,,17.2733,45000.301,0.0000091,17.279531,0.34061925,26.232103,0.169,95.513978,0.4406,288.36048,1.242,45.187623,15.147777,0.46617366,86.185107,290.29047,0.6212,1,,,,0.000020447898,30.185502,298.5822,1.5181027,0
41281104.44,,5905,,17.2744,45000.301,0.0000091,17.28158,0.34128694,26.210907,0.1687,95.535644,0.4407,288.22632,1.24,37.965139,15.103346,0.4642386,86.208189,290.40319,0.621,1,,,,0.000020494733,30.295554,298.653,1.5166962,0
41281452.77,,5905,,19.5472,45000.301,0.0000091,19.548383,0.36434958,32.228299,0.2164,121.35734,0.5036,358.28514,1.591,24.051546,16.615226,0.52504671,86.013058,306.59916,0.6843,1,,,,0.000023150913,30.206691,382.13927,1.6486427,0
41281577.73,,5905,,19.5435,45000.301,0.0000091,19.567167,0.39301801,32.135131,0.1971,121.56855,0.5041,357.81144,1.449,60.018538,16.544409,0.52211159,86.058467,307.19062,0.6266,1,,,,0.000023208184,33.230451,382.87403,1.6422986,0
41281702.11,,5905,,19.5441,45000.301,0.0000091,19.567418,0.39156699,32.134019,0.1981,121.56764,0.5041,357.80235,1.457,11.576278,16.496285,0.52107548,86.04568,307.19812,0.63,1,,,,0.000023277014,33.088818,382.88386,1.6422207,0
41282059.83,,5905,,21.8189,45000.301,0.0000091,21.830513,0.41096313,39.087597,0.2574,150.56782,0.595,437.92207,1.893,5.882468,18.353085,0.59051178,85.890266,321.0076,0.7043,1,,,,0.000025609052,32.992569,476.5713,1.7905029,0
41282194.5,,5905,,21.8181,45000.301,0.0000091,21.855932,0.44557949,38.840085,0.2331,150.88042,0.5962,436.41507,1.713,24.700973,18.070354,0.58210497,85.921333,322.06507,0.6439,1,,,,0.000025905509,36.70617,477.68176,1.7770958,0
41282328.45,,5905,,21.818,45000.301,0.0000091,21.854961,0.4414004,38.849979,0.2353,150.85961,0.5961,436.467,1.73,14.894102,18.043845,0.58082861,85.929345,322.02332,0.6499,1,,,,0.00002594592,36.140707,477.63934,1.7776274,0
41282700.83,,5905,,24.0917,45000.301,0.0000091,24.118468,0.45784165,46.519301,0.3023,181.12201,0.7076,523.11077,2.223,2.9639075,20.154166,0.65378825,85.835471,334.56501,0.7263,1,,,,0.000027852118,36.087691,581.70048,1.9287834,0
41282846.77,,5905,,24.0929,45000.301,0.0000091,24.148769,0.49717066,46.171892,0.2668,181.49305,0.7087,520.92782,1.961,14.65817,19.749605,0.64216637,85.85604,335.82862,0.6483,1,,,,0.000028288198,40.308332,583.16303,1.9119771,0
41282989.67,,5905,,24.0909,45000.301,0.0000092,24.146857,0.49080561,46.144702,0.2732,181.47566,0.7087,520.71054,2.008,11.148981,19.672774,0.63977976,85.856331,335.86838,0.6643,1,,,,0.000028386135,39.49921,583.07069,1.9110024,0
41283389.66,,5905,,26.3639,45000.301,0.0000091,26.405063,0.49984212,54.437774,0.3452,213.36227,0.7992,613.56405,2.537,2.9388217,21.857714,0.71397318,85.774869,347.44078,0.7385,1,,,,0.000030123339,39.345548,697.22738,2.0616415,0
41283546.05,,5905,,26.3649,45000.301,0.0000091,26.438305,0.54178164,54.043606,0.3085,213.80298,0.8006,611.10701,2.268,17.585062,21.409774,0.69995826,85.814656,348.73016,0.6674,1,,,,0.000030610149,43.715428,698.98397,2.0441404,0
41283698.73,,5905,,26.3627,45000.301,0.0000091,26.43741,0.53440209,54.067432,0.316,213.7998,0.8006,611.27899,2.323,9.570878,21.367457,0.70025328,85.778118,348.66663,0.6833,1,,,,0.000030686484,42.819549,698.93665,2.0451108,0
41284138.73,,5905,,28.6368,45000.301,0.0000091,28.690239,0.54177657,62.924786,0.3862,247.58576,0.9253,710.18019,2.839,3.7486871,23.507837,0.77007809,85.756032,359.50018,0.7433,1,,,,0.000032416974,42.734914,823.12983,2.1932472,0
41284304.8,,5905,,28.636,45000.301,0.0000091,28.723157,0.58450521,62.531574,0.3496,248.04328,0.9271,707.74699,2.57,10.335474,23.100462,0.75724891,85.791735,360.67643,0.6794,1,,,,0.000032856468,47.015674,825.01977,2.1770439,0
41284490.61,,5905,,28.6363,45000.301,0.0000091,28.720699,0.57782807,62.549045,0.3541,248.01876,0.927,707.85092,2.603,69.18358,23.079198,0.75799916,85.762525,360.6115,0.6878,1,,,,0.000032897654,46.200923,824.87856,2.1778385,0
41284943.39,,5905,,30.9083,45000.301,0.0000091,30.975054,0.58778537,71.156523,0.4336,282.48775,1.06,805.59817,3.188,2.0141936,25.172034,0.83110548,85.694186,372.28407,0.7683,1,,,,0.000034339177,46.158396,959.45397,2.2972203,0
41285118.64,,5905,,30.9089,45000.301,0.0000091,31.012404,0.63084597,70.633693,0.3883,283.00993,1.062,802.27675,2.854,10.360098,24.60273,0.81383635,85.718681,373.6685,0.6956,1,,,,0.000034968931,50.344067,961.76918,2.2775949,0
41285291.41,,5905,,30.9084,45000.301,0.0000091,31.008384,0.62172488,70.629093,0.3993,282.95281,1.062,802.1858,2.935,5.3103107,24.515833,0.81131486,85.711732,373.62834,0.7152,1,,,,0.000035090516,49.20546,961.51989,2.2777418,0
41285782.88,,5905,,33.181,45000.301,0.0000091,33.26761,0.62894981,79.857625,0.4738,318.70369,1.17,905.78066,3.483,2.2393635,26.702366,0.88691179,85.638305,384.41432,0.7773,1,,,,0.000036399449,49.031665,1106.7339,2.4004617,0
41285995.92,,5905,,33.1811,45000.301,0.0000091,33.305211,0.67647027,79.34677,0.4255,319.27208,1.171,902.59347,3.128,83.006237,26.202684,0.86999717,85.689002,385.69445,0.7049,1,,,,0.000036938141,53.404732,1109.2371,2.3824131,0
41286204.3,,5905,,33.1844,45000.301,0.0000091,33.302763,0.66832477,79.414347,0.4323,319.24508,1.171,903.06328,3.178,33.52214,26.205776,0.87197009,85.653197,385.55385,0.7152,1,,,,0.000036962164,52.405368,1109.074,2.3846174,0
41286712.25,,5905,,35.4545,45000.301,0.0000091,35.55363,0.67629562,88.811358,0.5189,356.94852,1.252,1009.8493,3.815,1.9157059,28.378101,0.95120905,85.546776,396.11434,0.7943,1,,,,0.000038192428,52.411552,1264.0606,2.4979547,0
41286936.27,,5905,,35.456,45000.301,0.000009,35.596898,0.72550346,88.234962,0.4626,357.63992,1.253,1006.3033,3.401,141.16713,27.831678,0.93386085,85.57872,397.48675,0.7151,1,,,,0.000038782956,56.756203,1267.1392,2.4787262,0
41287128.34,,5905,,35.4506,45000.301,0.0000091,35.594404,0.71612216,88.167279,0.4805,357.59671,1.253,1005.7625,3.533,4.0027291,27.65158,0.92739849,85.588764,397.56393,0.7434,1,,,,0.00003901116,55.663356,1266.9616,2.4769983,0
41287681.3,,5905,,37.7293,45000.301,0.0000091,37.846552,0.71984805,97.911749,0.5556,396.59483,1.342,1116.3975,4.085,2.2478383,29.886315,1.009046,85.485596,407.65615,0.781,1,,,,0.000040090523,55.303161,1432.3615,2.5870718,0
41287885.78,,5905,,37.7263,45000.301,0.0000092,37.889836,0.77202157,97.324759,0.5049,397.30726,1.344,1112.7947,3.712,6.6245709,29.307365,0.99121882,85.503682,408.99419,0.7529,1,,,,0.00004073123,59.772629,1435.6397,2.5686244,0
41288116.39,,5905,,37.726,45000.301,0.0000091,37.886887,0.76320062,97.253425,0.5074,397.26494,1.344,1112.2279,3.73,42.615136,29.263301,0.98964972,85.508271,409.06639,0.7572,1,,,,0.000040769513,58.614729,1435.4162,2.5669415,0
41288686.84,,5905,,39.9933,45000.301,0.0000091,40.140298,0.76633284,107.35747,0.5949,437.23562,1.43,1226.4789,4.374,1.7312662,31.512937,1.0710396,85.419984,418.72434,0.8094,1,,,,0.000041774886,58.526602,1611.2435,2.6745558,0
41288931.64,,5905,,39.9999,45000.301,0.0000091,40.186893,0.82043474,106.7144,0.533,438.02696,1.431,1222.5427,3.919,72.229406,30.906443,1.0526035,85.433128,420.09267,0.7318,1,,,,0.000042438922,63.025873,1614.9864,2.6554529,0
41289173.73,,5905,,39.9992,45000.301,0.000009,40.185683,0.81062033,106.63696,0.5422,438.00798,1.431,1221.9545,3.986,24.395064,30.788165,1.0484907,85.438039,420.18671,0.7449,1,,,,0.000042578888,61.812886,1614.8891,2.6536058,0
41290635.69,,5905,,74.9998,0.172,0.0000091,75.389859,1.4449404,247.45982,0.9161,1287.1827,1.81,3106.3949,6.735,13.727773,51.454331,2.4691997,81.142051,575.97643,0.8663,1,,,,0.000065448085,102.24141,5683.6309,3.282402,0
41291022.5,,5905,,75.0009,0.172,0.0000091,75.415189,1.4458564,245.83892,0.8947,1287.8878,1.81,3095.1838,6.578,23.276834,50.822639,2.4399639,81.172445,577.71206,0.8527,1,,,,0.000065982081,102.90866,5687.4507,3.2598065,0
41291405.66,,5905,,75.0001,0.172,0.0000091,75.415955,1.4348289,245.56128,0.9056,1287.909,1.81,3093.1639,6.657,9.2630262,50.653219,2.4320703,81.176783,577.98323,0.8641,1,,,,0.000066153265,101.64528,5687.5663,3.2560918,0
41292160.33,,5905,,76.0527,0.172,0.0000091,76.419728,1.4081765,253.07614,1.048,1319.3585,1.808,3179.8592,7.701,1.2976833,52.541316,2.5875872,80.674709,578.51734,0.979,1,,,,0.000065764676,101.30644,5839.9748,3.3116597,0
41292554.36,,5905,,76.0534,0.172,0.0000091,76.484938,1.4707428,250.07133,0.917,1321.2645,1.808,3159.6753,6.741,25.871887,51.471048,2.5489517,80.645516,581.84695,0.8695,1,,,,0.000066658346,105.08263,5849.9458,3.26955,0
41292941.52,,5905,,76.0531,0.172,0.0000091,76.482072,1.4519466,249.98153,0.932,1321.2069,1.808,3158.9575,6.851,9.4130851,51.312489,2.5400561,80.65494,581.91048,0.884,1,,,,0.000066844406,102.9421,5849.5073,3.2684984,0
41293704.5,,5905,,77.0978,0.172,0.0000091,77.479279,1.4220586,257.93488,1.098,1352.8073,1.806,3249.0274,8.072,1.4265623,53.264509,2.7214771,80.00867,581.97258,1.019,1,,,,0.000066495669,102.62498,6003.0386,3.3290822,0
41294104.48,,5905,,77.1179,0.172,0.0000091,77.546654,1.4866809,254.50897,0.9678,1354.7951,1.806,3225.8294,7.115,29.468102,52.126386,2.6831115,79.951276,585.69076,0.9123,1,,,,0.000067415566,106.52902,6013.4835,3.282011,0
41294496.75,,5905,,77.1034,0.172,0.0000091,77.542249,1.4673124,254.34604,0.9786,1354.6862,1.806,3224.5227,7.194,10.317632,51.969165,2.6719246,79.976897,585.81143,0.923,1,,,,0.000067580223,104.25277,6012.8003,3.2800963,0
41295265.89,,5905,,78.1659,0.172,0.0000091,78.544603,1.4344597,262.92943,1.175,1386.7462,1.804,3319.6839,8.636,1.5429682,54.034199,2.8882569,79.149607,585.31648,1.081,1,,,,0.000067264806,103.93833,6169.2546,3.3475175,0
41295670.42,,5905,,78.1563,0.172,0.000009,78.612644,1.5021518,259.067,1.028,1388.7827,1.804,3293.3256,7.559,29.340056,52.856926,2.8504457,79.070327,589.42017,0.9632,1,,,,0.000068167859,108.0684,6179.9478,3.2954877,0
41296065.53,,5905,,78.1649,0.172,0.000009,78.609498,1.4818527,258.88368,1.036,1388.7089,1.804,3291.9041,7.613,9.5036338,52.683988,2.838735,79.091256,589.56876,0.9708,1,,,,0.000068351062,105.71385,6179.4531,3.2932876,0
41296789.66,,5905,,79.2114,0.172,0.0000091,79.603504,1.4471324,268.97387,1.33,1420.8381,1.803,3398.2118,9.777,1.0483119,55.329995,3.1242373,78.021501,587.62514,1.21,1,,,,0.000067663775,105.36798,6336.7178,3.37892,0
41297204.45,,5905,,79.2102,0.172,0.0000091,79.688002,1.5242596,263.68343,1.102,1423.3484,1.803,3361.8291,8.1,49.258493,53.737987,3.0804561,77.84273,593.13233,1.026,1,,,,0.000068879063,110.65999,6350.1776,3.3089477,0
41297608.55,,5905,,79.2105,0.172,0.0000091,79.681565,1.4964503,263.47789,1.111,1423.195,1.803,3360.1647,8.17,13.288205,53.492614,3.0614045,77.88194,593.27631,1.036,1,,,,0.000069141929,107.47597,6349.1517,3.3066355,0
41298394.77,,5905,,80.2636,0.172,0.0000091,80.67503,1.4527847,273.9295,1.415,1455.7114,1.803,3469.5166,10.4,2.1932035,55.982733,3.4033258,76.432203,591.00024,1.278,1,,,,0.000068879324,106.98523,6508.4605,3.3954682,0
41298815.5,,5905,,80.2631,0.172,0.0000091,80.751306,1.5304534,268.3148,1.227,1458.0103,1.803,3430.5388,9.024,44.545443,54.593489,3.3773815,76.195044,596.70869,1.136,1,,,,0.000069807453,111.96547,6520.7733,3.3227302,0
41299227.38,,5905,,80.2631,0.172,0.0000091,80.748079,1.5069088,268.11904,1.22,1457.9086,1.803,3428.998,8.966,13.024666,54.387658,3.3577698,76.246939,596.86653,1.129,1,,,,0.000070015025,109.18698,6520.2523,3.3204386,0
41299974.69,,5905,,81.3089,0.172,0.0000091,81.724886,1.4574333,280.38486,1.645,1490.3665,1.803,3551.6285,12.09,2.2469781,57.38734,3.7996118,74.390598,592.84204,1.467,1,,,,0.000069642793,108.77532,6678.957,3.4308382,0
41300404.5,,5905,,81.3136,0.172,0.0000091,81.815018,1.5445891,273.1744,1.382,1493.0998,1.804,3501.3539,10.16,157.23735,55.826698,3.7898099,73.999117,600.04625,1.27,1,,,,0.000070567519,114.77468,6693.6971,3.3389274,0
41300822.38,,5905,,81.3142,0.172,0.0000091,81.811872,1.5177056,273.40428,1.367,1493.0811,1.804,3503.0251,10.05,62.67207,55.719639,3.7763262,74.033486,599.81144,1.255,1,,,,0.00007072737,111.6534,6693.1824,3.3418655,0
41301583.11,,5905,,82.3778,0.172,0.0000091,82.784492,1.4596002,286.55803,1.912,1525.7858,1.806,3632.4302,14.05,2.6002897,58.791927,4.3285894,71.595184,595.00039,1.686,1,,,,0.000070788784,111.43928,6853.272,3.4614941,0
41302022.33,,5905,,82.367,0.172,0.0000091,82.878504,1.5488734,277.55073,1.581,1528.6469,1.806,3569.0737,11.62,73.109806,56.909632,4.3158494,71.105345,603.79613,1.446,1,,,,0.00007183659,117.58385,6868.8464,3.3488868,0
41302447.72,,5905,,82.365,0.172,0.0000091,82.87384,1.5168477,277.78363,1.57,1528.6118,1.806,3570.7508,11.54,20.288887,56.707571,4.284022,71.205433,603.5486,1.434,1,,,,0.000072084783,113.81926,6868.0734,3.3518856,0
41303274.5,,5905,,83.426,0.172,0.0000091,83.845848,1.4447381,293.55898,2.172,1561.7966,1.81,3719.9089,15.96,3.7601966,60.158912,4.9291692,68.394792,596.43546,1.889,1,,,,0.000072473664,113.41514,7030.1262,3.501175,0
41303672.5,,5905,,83.421,0.172,0.0000091,83.947521,1.5493465,281.70069,1.843,1564.9752,1.81,3635.9107,13.55,7.8246055,58.09213,4.891874,68.060069,607.75919,1.679,1,,,,0.00007315795,120.31782,7047.1863,3.3556761,0
41304109.39,,5905,,83.4274,0.172,0.0000091,83.93341,1.5166814,281.82376,1.771,1564.6243,1.81,3636.4645,13.02,23.220384,57.929918,4.8500919,68.235165,607.54456,1.612,1,,,,0.000073286825,116.18426,7044.8173,3.3577065,0
41306293.72,,5905,,84.4718,0.172,0.000009,84.91357,1.4370059,295.74759,2.091,1598.169,1.816,3772.3709,15.37,1402.0785,59.450126,5.2984139,65.805939,602.10311,1.827,1,,,,0.000075710261,115.85984,7210.3144,3.4829249,0
41306737.73,,5905,,84.474,0.172,0.0000091,84.967058,1.536834,285.14622,1.899,1600.0641,1.816,3696.3296,13.96,46.303352,58.842155,5.1681779,66.817787,611.97303,1.728,1,,,,0.000074009156,118.90025,7219.4009,3.3559621,0
41307177,,5905,,84.4732,0.172,0.0000091,84.967243,1.5310152,284.40611,1.828,1600.0255,1.816,3690.85,13.44,21.048829,58.474293,5.0944824,67.117204,612.6512,1.668,1,,,,0.000074174933,117.68431,7219.4324,3.3472442,0
41307966.8,,5905,,85.5237,0.172,0.0000091,85.975595,1.4427679,307.43488,2.171,1635.1898,1.824,3895.3114,15.96,2.6234425,61.257544,5.4249034,65.795312,599.46836,1.842,1,,,,0.000076036047,116.94859,7391.8029,3.575839,0
41308422.67,,5905,,85.5154,0.172,0.000009,86.076211,1.5844048,287.11978,1.851,1638.4642,1.824,3749.2384,13.61,85.795361,58.937948,5.1715387,67.061191,618.14274,1.693,1,,,,0.00007465352,122.51509,7409.1141,3.3356462,0
41308861.52,,5905,,85.5294,0.172,0.0000091,86.066792,1.5518237,287.46575,1.793,1638.2185,1.824,3751.5361,13.18,27.738543,58.726351,5.0666716,67.591573,617.75767,1.639,1,,,,0.000074691832,117.8759,7407.4927,3.340031,0
41309650.19,,5905,,86.5837,0.172,0.0000091,87.052504,1.4803928,306.70691,2.053,1673.0993,1.834,3927.8692,15.09,2.3107035,61.008671,5.3130899,66.729514,607.60589,1.769,1,,,,0.00007617513,117.4527,7578.1385,3.5232406,0
41310105.31,,5905,,86.5807,0.172,0.000009,87.144485,1.6070572,289.94642,1.755,1676.0648,1.835,3807.6192,12.9,83.476051,58.983928,5.0364143,68.085099,623.20069,1.609,1,,,,0.00007508216,122.01734,7594.1612,3.3271919,0
41310546.13,,5905,,86.5844,0.172,0.0000091,87.129723,1.57478,291.43266,1.75,1675.7194,1.835,3818.1999,12.87,20.048462,59.127717,4.9860667,68.414692,621.73215,1.595,1,,,,0.000074981196,117.96786,7591.5886,3.3448134,0
41311341.19,,5905,,87.6279,0.172,0.0000091,88.134971,1.5313028,305.52358,1.866,1711.733,1.846,3957.8035,13.72,1.9093864,61.049327,5.1420036,68.154189,616.19945,1.635,1,,,,0.000075648959,118.25543,7767.7732,3.466542,0
41311796.38,,5905,,87.6282,0.172,0.0000091,88.214367,1.6284552,293.95898,1.683,1714.375,1.847,3875.4279,12.37,43.692831,59.384015,4.9763824,68.761368,627.14363,1.539,1,,,,0.000075468846,122.09865,7781.7746,3.3323254,0
41312237.69,,5905,,87.6303,0.172,0.0000092,88.20874,1.6009659,292.65988,1.685,1714.1909,1.847,3865.6934,12.38,22.507173,58.832635,4.931259,68.800277,628.29806,1.548,1,,,,0.000075926387,118.76803,7780.7817,3.3178105,0
41313028.28,,5905,,88.6866,0.172,0.0000091,89.202477,1.5588628,305.41676,1.814,1750.4334,1.86,3995.7186,13.34,2.3850468,61.235651,5.0856354,68.848487,623.75803,1.61,1,,,,0.000075565951,117.66527,7957.0819,3.4238596,0
41313484.38,,5905,,88.6755,0.172,0.0000091,89.284044,1.649031,296.21612,1.642,1753.1505,1.861,3930.7968,12.07,96.337459,59.339056,4.9399548,69.11271,632.66137,1.507,1,,,,0.000076292599,122.4713,7971.6405,3.3176826,0
41313927.39,,5905,,88.6851,0.172,0.0000091,89.274525,1.6175188,296.65682,1.669,1752.8919,1.861,3933.778,12.27,23.318098,59.299167,4.9190599,69.202925,632.18851,1.529,1,,,,0.000076369723,118.67811,7969.9408,3.3229728,0
41314724.25,,5905,,89.7375,0.172,0.0000091,90.259599,1.5912065,306.38079,1.768,1789.1807,1.874,4041.553,12.99,2.1701846,61.295876,5.0422871,69.333821,630.28324,1.582,1,,,,0.000075940779,118.59833,8146.7953,3.39444,0
41315179.38,,5905,,89.7369,0.172,0.0000092,90.33212,1.6653344,299.8053,1.614,1791.6664,1.875,3995.6988,11.86,46.851124,59.622457,4.9315111,69.401314,636.76602,1.48,1,,,,0.000076950273,122.59175,8159.892,3.3189225,0
